tRF,01-LA2CO2-1_S1_full,02-LA2CO2-2_S2_full,03-LA2CO2-3_S3_full,04-LA2CO2-4_S4_full,05-LA2CN30-1_S5_full,06-LA2CN30-2_S6_full,07-LA2CN30-3_S7_full,08-LA2CN30-4_S8_full,09-LA2CN60-1_S9_full,10-LA2CN60-2_S10_full,11-LA2CN60-3_S11_full,12-LA2CN60-4_S12_full,13-LA2CN2-1_S13_full,14-LA2CN2-2_S14_full,15-LA2CN2-3_S15_full,16-LA2CN2-4_S16_full,17-LA2CO4-1_S17_full,18-LA2CO4-2_S18_full,19-LA2CO4-3_S19_full,20-LA2CO4-4_S20_full,21-LA2CN4-1_S21_full,22-LA2CN4-2_S22_full,23-LA2CN4-3_S23_full,24-LA2CN4-4_S24_full,25-LA5CO2-1_S25_full,26-LA5CO2-2_S26_full,27-LA5CO2-3_S27_full,28-LA5CO2-4_S28_full,29-LA5CN30-1_S29_full,30-LA5CN30-2_S30_full,31-LA5CN30-3_S31_full,32-LA5CN30-4_S32_full,33-LA5CN60-1_S33_full,34-LA5CN60-2_S34_full,35-LA5CN60-3_S35_full,36-LA5CN60-4_S36_full,37-LA5CN2-1_S37_full,38-LA5CN2-2_S38_full,39-LA5CN2-3_S39_full,40-LA5CN2-4_S40_full,41-LA5CO4-1_S41_full,42-LA5CO4-2_S42_full,43-LA5CO4-3_S43_full,44-LA5CO4-4_S44_full,45-LA5CN4-1_S45_full,46-LA5CN4-2_S46_full,47-LA5CN4-3_S47_full,48-LA5CN4-4_S48_full
tRF-16-3HJ3WBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3HPYR90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-3JVIJM0,1,1,2,0,0,0,1,1,1,2,0,1,1,1,0,1,1,1,1,0,0,4,1,1,0,0,3,4,2,6,1,3,2,2,2,5,2,3,3,4,0,2,0,4,0,4,1,2
tRF-16-3JW261B,4,5,6,4,4,3,2,3,2,5,2,2,0,5,0,2,5,0,0,1,2,1,2,2,4,0,1,2,2,0,0,3,3,4,5,4,4,0,0,0,1,7,1,3,2,4,5,1
tRF-16-3JWB61B,10,10,12,9,25,13,8,12,16,12,13,9,12,19,13,13,7,15,8,17,6,14,13,16,61,76,30,77,80,91,58,89,69,71,88,76,59,62,45,52,55,92,63,91,49,54,73,67
tRF-16-3K7SIRD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3KJB01B,0,0,1,0,1,1,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,3,1,0,0,0,0,1,2,1,0,0,1,2,2,1,2,0,2,0
tRF-16-3KJBP1B,5,19,5,8,9,13,4,7,7,8,7,11,12,7,6,8,12,25,16,21,5,10,5,12,36,45,27,40,81,52,40,57,49,48,50,45,48,34,49,35,37,40,39,56,52,29,34,34
tRF-16-3KMB01B,291,411,362,398,506,570,496,465,377,468,426,483,466,590,369,520,669,641,608,782,363,403,444,521,675,810,357,717,1165,1134,810,1004,744,799,969,921,774,911,724,621,658,799,754,856,788,608,555,670
tRF-16-3KXR3RB,47,42,62,55,84,75,63,68,63,81,61,71,65,101,56,87,187,184,183,226,95,91,138,139,332,296,186,410,461,423,335,384,235,314,307,375,320,326,244,243,361,313,307,432,248,208,264,261
tRF-16-3KXRKRB,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,2,0
tRF-16-3KZS01B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
tRF-16-3L7L73D,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,3,0,0,0,2,1,1,0,0,0,2,5,1,2,4,2,1,4,1,2,2,4,0,0
tRF-16-3L7LQ3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-3L90Q40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-16-3QHMY1B,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
tRF-16-3VL8W1B,1,1,2,1,4,2,2,0,0,2,0,0,0,2,0,2,1,2,1,0,1,1,1,1,6,4,1,3,5,3,7,5,2,4,5,9,2,4,1,1,6,2,5,4,3,2,5,1
tRF-16-3VLIE1B,0,3,3,4,4,3,8,3,10,5,6,5,6,6,2,3,7,5,6,7,0,0,1,4,51,38,24,70,67,61,76,66,30,48,70,49,44,50,50,41,35,41,41,62,43,31,35,47
tRF-16-3VMKNRB,1,3,4,1,4,6,3,3,4,3,2,0,6,4,2,4,4,6,6,2,1,5,5,6,4,2,1,5,0,0,1,3,2,5,6,3,0,2,5,4,3,1,0,0,2,1,1,0
tRF-16-3VWIQ1B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,6,1,3,1,4,6,2,8,1,6,8,2,4,1,3,0,3,2,1,0,4,1,4,2
tRF-16-3WJVR0B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-16-3WMIE1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,2,0,1,1,0
tRF-16-3XRSN3E,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,1,1,0,1,0,0,2,0,2,0,1,3
tRF-16-409Z7KE,2,2,0,5,2,3,1,1,0,0,0,0,0,1,4,2,0,1,2,0,2,0,2,0,2,2,0,0,1,4,0,1,1,1,1,2,1,0,2,5,1,1,0,1,0,1,2,3
tRF-16-40KK5YE,0,5,4,4,7,7,7,3,5,2,3,5,6,4,8,9,1,7,2,3,1,6,1,7,39,43,14,37,90,59,62,55,53,53,36,45,61,79,61,46,51,57,44,56,42,34,27,38
tRF-16-40Q1FID,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
tRF-16-40QI6NE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-41JKE1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4892KRB,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,2,2,0,1,0,2,0,2,1,1,0,0,1,0,2,0,0,1,0,1
tRF-16-489B3RB,171,258,263,279,308,299,283,315,273,258,225,291,314,379,283,341,206,228,212,283,179,191,207,277,293,359,179,349,424,404,308,379,246,309,332,299,314,404,276,258,299,326,261,391,368,285,325,347
tRF-16-489L3RB,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
tRF-16-4E6L1FE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,6,0,3,0,5,3,1,1,3,4,0,4,1,1,2,2,0,0,1
tRF-16-4E6L1HE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4OI3FJ0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4P64R90,9,15,6,19,15,11,10,12,8,8,9,7,7,9,6,14,4,7,2,4,5,9,2,4,2,4,2,5,9,10,4,0,9,2,2,3,1,5,5,10,0,2,2,2,4,1,1,2
tRF-16-4P9L5FD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
tRF-16-4PRS9JE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-16-4PU3XOE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4PW3FJE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4PWJV0D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4RLV1ND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4RN26W0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4RRQRBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4RRWRBD,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,4,1,2,2,0,0,0,1,1,5,1
tRF-16-4S14IZD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4S581HE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4S5IR2E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4W6VD8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4Y2V7KE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,0,1,0,0,2,2,2,1,2,1,1,2
tRF-16-4Y9H2M0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4YMY910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
tRF-16-4YRKYUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tRF-16-4ZMKQ40,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,3,2,3,2,1,1,1,2,1,0,1,0,0,1,1,1,0,0,0,3,1,1,3,0,0,1,2,0,0,1,3,1,0
tRF-16-4ZUPX1B,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
tRF-16-50SJRED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
tRF-16-50SRRND,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,1,3,0,0,2,2,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
tRF-16-51K36DD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-51MLHVB,2,3,2,1,4,1,5,2,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,3,1,2,0,2,1,2,2,0,2,0,2,1,1,0,2,1,2
tRF-16-53F85SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
tRF-16-53IEWSD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-53L457B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-16-54QFQ2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0
tRF-16-54RNZF0,2,2,1,1,0,3,2,2,0,0,0,0,0,0,2,2,2,1,0,0,0,1,0,0,1,2,3,1,3,2,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0
tRF-16-56OKNHE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-56OKZHE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-587SI7D,2,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-58J0K8E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-16-5933JKB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tRF-16-593J2HD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tRF-16-596VW6D,2,0,1,0,1,0,0,0,3,1,2,0,1,0,1,0,0,1,1,3,0,0,0,1,0,1,2,3,1,1,0,0,0,3,2,2,2,2,3,0,3,4,1,6,1,5,0,1
tRF-16-596VW6E,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tRF-16-596VZ6D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
tRF-16-59HMLW0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-59J3WDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
tRF-16-59KNNV0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,3,3,1,1,0,1,2,8,3,6,5,4,4,6,3,11,6,9,5,11,5,1,4,9,4,11,4,7,8,7
tRF-16-59RVW6D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-59W3ZKE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-16-5DMKYUE,0,0,2,1,2,0,1,0,0,0,0,1,2,0,0,0,3,3,3,1,0,1,2,1,0,0,0,1,1,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0
tRF-16-5E387SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-5JK87SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-5JYH0RE,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
tRF-16-5L8RPYE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,2,0,0,0,0,0,1,1,1,1,0,1,1
tRF-16-5NL348E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tRF-16-5O6WNDE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-5P7JE20,6,3,2,1,2,3,1,1,4,3,1,1,1,1,2,3,1,4,0,1,0,1,1,3,0,0,0,0,0,1,0,3,1,1,2,0,0,0,1,1,2,0,0,0,0,1,0,0
tRF-16-5PFQJDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-5R93WBE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0
tRF-16-5XR4NPD,12,12,9,24,18,23,10,18,11,19,10,11,11,7,10,10,2,11,6,9,7,8,6,16,3,3,2,9,3,4,4,1,6,6,2,2,2,4,1,5,4,1,0,0,2,2,3,3
tRF-16-5Y93W0E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
tRF-16-628YR90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
tRF-16-62NK7SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-64R959E,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
tRF-16-64VIJ40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
tRF-16-67M8LOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tRF-16-68K87SB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-69JMI90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-69JMW90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-69M8LOE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
tRF-16-69M8NPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
tRF-16-69MPNPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
tRF-16-6HFVQ8B,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0
tRF-16-6JYBKRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6L1HWUD,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,5,5,1,2,0,4,3,6,3,1,1,3,4,2,4,1,5,3,2,0,5
tRF-16-6L1HWUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,1,0,2,0,2,1,1,0,1,0,1,1,0,1,1,0,1,0,0
tRF-16-6M5V3FE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
tRF-16-6NF9B40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6NMH49B,3,2,5,2,4,5,8,3,3,7,4,6,6,3,6,14,3,1,5,3,2,9,4,5,16,15,22,20,22,23,20,19,11,20,14,18,14,19,9,11,20,20,17,26,17,9,10,11
tRF-16-6R6LQ60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
tRF-16-6RM3WED,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6RRNLID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0
tRF-16-6RRNLND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6U9DXXB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tRF-16-6VM8NPD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
tRF-16-6VM8NPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
tRF-16-6VR8K0E,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,2,0,2,2,3,2,1,1,0,0,0,1,2,2,2,1,3,0
tRF-16-6WNE88B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tRF-16-6XQ6S8E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
tRF-16-6YMWWBE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tRF-16-6ZEDKZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
tRF-16-701M3KE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0
